schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
02225,243,eintrag,Nebenbankstraße,Nebenbankstraße,,automatisch,eines,,
02227,243,eintrag,Nedelmannstraße,Nedelmannstraße,,automatisch,eines,,
02228,243,eintrag,Neißestraße,Neißestraße,,automatisch,eines,,
02229,243,eintrag,Nekesweg,Nekesweg,,automatisch,eines,,
02230,243,eintrag,Nelkengarten,Nelkengarten,,automatisch,eines,,
02230,243,stadtteile,Bredeney; Rüttenscheid,Bredenei; Rüttenscheid,,automatisch,eines,,
02231,243,eintrag,Netheweg,Netheweg,,automatisch,eines,,
02233,243,eintrag,Nettelnbusch,Nettelbusch,,automatisch,eines,,
02233,243,lemma,Nettelnbusch,Nettelbusch,,automatisch,eines,,
02234,244,eintrag,Neue Heimat,Neue Heimat,,automatisch,eines,,
02235,244,eintrag,Neue Liebe,Neue Liebe,,automatisch,eines,,
02236,244,eintrag,Neuessener Straße,Neussener Straße,,automatisch,eines,,
02236,244,lemma,Neuessener Straße,Neussener Straße,,automatisch,eines,,
02236,244,stadium_1_name,Neuessener Straße,Neussener Straße,,automatisch,eines,,
02238,244,namensgruppe,Industrie und Wirtschaft,Industrie und Wirtschaft,"Industrie und Wirtschaft, vor 1864: Klarastraße",automatisch,eines,,
02238,244,stadium_1,vor 1864 Klarastraße,vor 1864 Klarastraaße,1909-07-26 Gartenstraße,automatisch,eines,,
02238,244,stadium_1_name,Klarastraße,Klarastraaße,Gartenstraße,automatisch,eines,,
02241,244,lemma,Neukölnstraße,Neukölnstraße,Neuköllnstraße,automatisch,eines,,
02246,245,verweis_auf,Biebergweg,Biebergweg,,geprueft,eines,,
02248,246,verweis_auf,Nibelungenplatz,Nibelungenplatz,,automatisch,eines,,
02249,246,stadium_1_name,Aloysstraße,Aloysstraße,Nieberdingstraße,automatisch,eines,,
02249,246,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02249,246,stadium_2_datum,1902-05-16,1902-05-16,"04. Mai 1838 in Konitz/Westpreußen, †10. Oktober 1912 in Berlin-Charlottenburg (nicht normalisierbar)",automatisch,eines,,
02250,246,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
02250,246,stadium_1_name,Frintroper Straße,Frinroper Straße,Frintruper Straße,automatisch,eines,,
02250,246,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02250,246,stadium_2_datum,1902-05-16,1902-05-16,1915-07-09,automatisch,eines,,
02250,246,stadium_3,1915-07-09 Niederfeldstraße (Verl.),1915-07-09 Niederfeldstraße (Verl.),"(urspr., kein Datum)",automatisch,eines,,
02250,246,stadium_3_datum,1915-07-09,1915-07-09,(Verl.) (nicht normalisierbar),automatisch,eines,,
02250,246,stadium_3_name,Niederfeldstraße (Verl.),Niederfeldstraße (Verl.),,automatisch,eines,,
02250,246,stadium_4_datum,,,"(Fließtext, 131 Zeichen, verworfen)",automatisch,eines,,
02251,246,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
02251,246,stadium_2_datum,,,Nach der Lage der Straße in einer Niederung des ehemaligen Segeroths (nicht normalisierbar),automatisch,eines,,
02252,246,stadium_1_name,Oeststraße (tlw.),Oeststraße (tlw.),Oeststraße,automatisch,eines,,
02252,246,stadium_2,1908-01-20 Niederweniger Straße,1908-01-20 Niederweniger Straße,"(urspr., kein Datum)",automatisch,eines,,
02252,246,stadium_2_datum,1908-01-20,1908-01-20,(tlw.) (nicht normalisierbar),automatisch,eines,,
02252,246,stadium_3_datum,1933-11-27,1933-11-27,1908-01-20,automatisch,eines,,
02252,246,stadium_3_name,Niederweniger Straße (Verl.),Niederweniger Straße (Verl.),Niederweniger Straße,automatisch,eines,,
02252,246,stadium_4,,,1933-11-27 Niederweniger Straße,automatisch,eines,,
02252,246,stadium_5_datum,,,"(Fließtext, 132 Zeichen, verworfen)",automatisch,eines,,
02253,246,stadium_4,,,"(urspr., kein Datum)",automatisch,eines,,
02253,246,stadium_4_datum,,,"(Fließtext, 124 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
02253,246,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
02254,246,namensgruppe,Kotten,Kotten,Essener Geschichte und Örtlichkeit,automatisch,eines,,
02254,246,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
02254,246,stadium_2_datum,,,"(Fließtext, 645 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
02254,246,stadium_3_datum,,,Akten: STAD Best.- Reg. Düsseldorf Nr. 23209 (nicht normalisierbar),automatisch,eines,,
02255,246,stadium_1_name,Jakobstraße,Jakobstraße,Nienhausenstraße,automatisch,eines,,
02255,246,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02255,246,stadium_2_datum,1915-07-09,1915-07-09,"(Fließtext, 399 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
02255,246,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
02256,246,stadium_1_name,Wallstraße (tlw.),Wallstraße (tlw.),Wallstraße,automatisch,eines,,
02256,246,stadium_2,1937-11-20 Nienhuser Busch,1937-11-20 Nienhuser Busch,"(urspr., kein Datum)",automatisch,eines,,
02256,246,stadium_2_datum,1937-11-20,1937-11-20,(tlw.) (nicht normalisierbar),automatisch,eines,,
02256,246,stadium_4_datum,,,"(Fließtext, 270 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
02257,246,stadium_3_datum,,,Landmatrikel 1668: Dietrich Meinrich hat von den Erben des Bürgermeisters Heinrich Stecken (nicht normalisierbar),automatisch,eines,,
02257,246,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
02262,247,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,geprueft,eines,,
02263,247,stadium_1,vor 1915 Bahnhofstraße,vor 1915 Bahnhofstraße,1935-11-14 Nockwinkel,automatisch,eines,,
02264,247,namensgruppe,Kotten,Kotten,"Kotten, urspr.: Nöckersberg, urspr.: Deipenbeckstalweg",automatisch,eines,,
02265,248,stadium_2,,,"(urspr., kein Datum) Leite",automatisch,eines,,
02266,248,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1911-04-21,automatisch,eines,,
02266,248,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02266,248,stadium_2_datum,1911-04-21,1911-04-21,1915-07-09,automatisch,eines,,
02266,248,stadium_2_name,Nöggerathstraße,Nöggerathstraße,Gartenkamp (tlw.),automatisch,eines,,
02268,248,stadium_3,,,"(Fließtext, 125 Zeichen, verworfen)",automatisch,eines,,
02268,248,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensenn-Süd,automatisch,eines,,
02269,248,stadtteile,Bredeney; Rüttenscheid,Bredeneey; Rüttenscheid,Bredeney; Rüttenscheid,unsicher,eines,,
02272,248,lemma,Nordlandaue,Nordlandau,Nordlandaue,automatisch,eines,,
02272,248,stadium_1_name,Nordlandaue,Nordlandau,Nordlandaue,automatisch,eines,,
02274,249,stadtteile,Altenessen-Nord,Altenessen-Nord,Altessen-Nord,automatisch,eines,,
02276,249,lemma,Nottebaumskamp,Nottebaumskamp,Nottebaumkamp,automatisch,eines,,
02276,249,stadium_1_name,Nottebaumskamp,Nottebaumskamp,Nottebaumkamp,automatisch,eines,,
02277,249,stadium_2,vor 1915 Gartenstraße,vor 1915 Gartenstraße,1934-06-05 Nottekampsbank,automatisch,eines,,
02279,249,namensgruppe,Lage-bezeichnung,Lage-bezeichnung,Lagebezeichnung,unsicher,eines,,
02279,249,strassenklasse,Gemeindestraße,Gemeondestraße,Gemeindestraße,unsicher,eines,,
02279,249,verweis_auf,Nottekampsbank,Nottekampsbank,,unsicher,eines,,
02281,244,eintrag,Netzestraße,Netzestraße,,automatisch,eines,,
02282,243,eintrag,Neptunstraße,Neptunstraße,,automatisch,eines,,
02284,246,namensgruppe,Essener Geschichte und Örtlichkeit,Essener Geschichte und Örtlichkeit,"Essener Geschichte und Örtlichkeit, 02. Dezember 1965",automatisch,eines,,
02284,246,stadium_1_datum,1965-12-02,1965-12-02,"(urspr., kein Datum)",automatisch,eines,,
02284,246,stadium_1_urspruenglich,falsch,falsch,wahr,automatisch,eines,,
02284,246,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
02284,246,stadium_2_datum,,,"(Fließtext, 429 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
02284,246,stadium_3_datum,,,"(Fließtext, 123 Zeichen, verworfen)",automatisch,eines,,
02284,246,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
02285,248,stadium_1_name,Nordlandaue (tlw.),Nordlandau (tlw.),Nordlandaue (tlw.),automatisch,eines,,
02285,248,verweis_auf,Nordlandaue,Nordlandau,,automatisch,eines,,
02287,243,eintrag,Natorpstraße,Natorpstraße,,automatisch,eines,,
02290,246,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-12-17,automatisch,eines,,
02290,246,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02290,246,stadium_2_datum,1902-12-17,1902-12-17,(tlw.) (nicht normalisierbar),automatisch,eines,,
02290,246,stadium_2_name,Curtiusstraße (tlw.),Curtiusstraße (tlw.),Curtiusstraße,automatisch,eines,,
02290,246,stadium_4,,,"(urspr., kein Datum)",automatisch,eines,,
02290,246,stadium_4_datum,,,"27. August 1776 in Kopenhagen, †02. Januar 1831 in Bonn (nicht normalisierbar)",automatisch,eines,,
02312,250,namensgruppe,Volkstum,Volkstum,"Volkstum, vor 1899: Bergstraße",automatisch,eines,,
02312,250,stadium_1,vor 1899 Bergstraße,vor 1899 Bergstraße,1935-11-14 Pustenberg (tlw.),automatisch,eines,,
02313,250,stadium_2,,,"(urspr., kein Datum) Siehe Schloßstraße",automatisch,eines,,
02313,250,verweis_auf,Schloßstraße,Schloßstraße,,automatisch,eines,,
02326,253,stadium_1_name,Othmarstraße,Othmarstraße,Othmarsstraße,automatisch,eines,,
02326,253,stadium_2_name,Otmarstraße (tlw.),Otmarstraße (tlw.),Oskarstraße,automatisch,eines,,
02326,253,stadium_3,1977-05-26 Oskarstraße,1977-05-26 Oskarstraße,,automatisch,eines,,
02327,252,stadium_1,"(urspr., kein Datum) Georgstraße","(urspr., kein Datum) Georgstraße",1902-05-16 Ohmstraße,automatisch,eines,,
02329,252,lemma,Olgastraße,Olgastraße,Olgastrasse,automatisch,eines,,
02329,252,stadium_1_name,Olgastraße,Olgastraße,Olgastrasse,automatisch,eines,,
02333,253,lemma,Oslenderstraße,Oslanderstraße,Oslenderstraße,automatisch,eines,,
02333,253,stadium_3_name,Ostenderstraße,Oslanderstraße,Oslenderstraße,automatisch,eines,,
02335,250,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Schacht Jacob (tlw.)",unsicher,eines,,
02335,250,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1964-05-20,unsicher,eines,,
02335,250,stadium_1_name,Schacht Jacob (tlw.),Schacht Jacob (tlw.),Obere Aue,unsicher,eines,,
02335,250,stadium_1_urspruenglich,wahr,wahr,falsch,unsicher,eines,,
02335,250,stadium_2,1964-05-20 Obere Aue. ze 5 Oberer Schloßhang- Schloss Borbeck ll,1964-05-20 Obere Aue,,unsicher,eines,,
02335,250,stadium_2_name,Obere Aue. ze 5 Oberer Schloßhang- Schloss Borbeck ll,Obere Aue,,unsicher,eines,,
02340,253,stadium_1,1914 Essener Straße,1914 Essener Straße,1933-05-08 Ostpreußenstraße,automatisch,eines,,
02340,253,verweis_auf,Elsaßstraße,Elsaßstraße,,automatisch,eines,,
02342,254,lemma,Otmarstraße,Ottmarstraße,Otmarstraße,automatisch,eines,,
02342,254,stadium_1_name,Othmarstraße,Othmarstraße,Otmarstraße,automatisch,eines,,
02342,254,stadium_2_name,Otmarstraße,Ottmarstraße,Otmarstraße,automatisch,eines,,
02343,254,lemma,"sagenhaft"" Ottenkämperweg",Ottenkämperweg,Ottenkamperweg,unsicher,eines,,
02343,254,stadium_2_name,Ottenkämperweg,Ottenkämperweg,Ottenkamperweg,unsicher,eines,,
02349,254,namensgruppe,"Person, Mann, Deutscher, Maler, Zeichner, Illustrator, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Zeichner, Illustrator, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Zeichner, Illustrator, Malerillustrator",automatisch,eines,,
02349,254,stadium_1,"(urspr., kein Datum) Nienhausstraße","(urspr., kein Datum) Nienhausstraße",1902-05-16 Overbeckstraße,automatisch,eines,,
02350,254,stadium_1,"(urspr., kein Datum) Grenzstraße","(urspr., kein Datum) Grenzstraße",1915-07-09 Overbergstraße,automatisch,eines,,
02350,254,verweis_auf,Hofterbergstraße,Hoferbergstraße,,automatisch,eines,,
02352,252,lemma,Ofterdingenstraße,Ofterdingenstraße,Ofterdammerstraße,automatisch,eines,,
02352,252,stadium_1_name,Ofterdingenstraße,Ofterdingenstraße,Ofterdammerstraße,automatisch,eines,,
02352,252,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
02354,253,eintrag,Ortelweg,Ortelweg,,automatisch,eines,,
02355,254,eintrag,Ostuferstraße,Ostuferstraße,,automatisch,eines,,
02383,255,lemma,Papenberghang,Papenberg hang,Papenberghang,automatisch,eines,,
02383,255,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
02384,256,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
02384,256,stadium_1_name,Rolandstraße,Rolandstraße,Papestraße,automatisch,eines,,
02384,256,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02386,256,verweis_auf,Volksgartenweg,Volksgartenweg,,automatisch,eines,,
02387,256,stadium_2,,,1757-09-29 Franz Pasbach,automatisch,eines,,
02387,256,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensessen-Nord,automatisch,eines,,
02388,256,stadium_4,,,"(urspr., kein Datum) Mutterrolle 1866: an der Paßstraße",automatisch,eines,,
02390,256,stadium_3,,,1800-01-21 Theodor Fliedner,automatisch,eines,,
02394,257,stadium_1,1922-06-02 Pauline,1922-06-02 Pauline,"(urspr., kein Datum) Pauline",automatisch,eines,,
02395,257,stadium_2_name,Helfferichstraße (Umb.),Hellferichstraße (Umb.),Helfferichstraße (Umb.),automatisch,eines,,
02401,258,lemma,Peanstraße,Peanstraße,Peenestraße,automatisch,eines,,
02401,258,stadium_2_name,Peanstraße,Peanstraße,Peenestraße,automatisch,eines,,
02401,258,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
02402,263,lemma,Porscheplatz,Porscheplatz,Peenestraße,unsicher,eines,,
02402,263,namensgruppe,"Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz","Person, Mann, Deutscher, Kraftfahrzeugkonstrukteur, Platz",Gewässer,unsicher,eines,,
02402,263,stadium_1,1956-07-03 Peenestraße,1956-07-03 Peenestraße,1956-07-03 Peenestraße,unsicher,eines,,
02402,263,stadium_2,1500-01-01 Königstraße (tlw.),1500-01-01 Königstraße (tlw.),,unsicher,eines,,
02402,263,stadium_3,1825-12-31 Schwarze Poth (tlw.),1825-12-31 Schwarze Poth (tlw.),,unsicher,eines,,
02402,263,stadium_4,1860-01-01 Postallee (tlw.),1860-01-01 Postallee (tlw.),,unsicher,eines,,
02402,263,stadtteile,Stadtkern,Stadtkern,Bergerhausen,unsicher,eines,,
02409,259,lemma,Pfalzgräfinstraße,Pfalzgräfinstraße,Pfalzgrafinstraße,automatisch,eines,,
02409,259,stadium_2_datum,1946-05-22,1946-05-22,1946-05-14,automatisch,eines,,
02409,259,stadium_2_name,Pfalzgräfinstraße,Pfalzgräfinstraße,Pfalzgrafinstraße,automatisch,eines,,
02421,260,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
02422,260,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Gertrudstraße (nicht normalisierbar),automatisch,eines,,
02422,260,stadium_1_name,Gertrudstraße,Gertrudstraße,Pielstickerstraße,automatisch,eines,,
02428,261,lemma,Pläßweidenweg,PläBweidenweg,Pläßweidenweg,automatisch,eines,,
02428,261,stadium_2_name,Pläßweidenweg,PläBweidenweg,Pläßweidenweg,automatisch,eines,,
02429,261,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Alfredstraße (nicht normalisierbar),automatisch,eines,,
02429,261,stadium_1_name,Alfredstraße,Alfredstraße,Planckstraße,automatisch,eines,,
02431,261,lemma,Plaßhofsbankstraße,Plaßhofsbankstraße,Platzhoffsbankstraße,automatisch,eines,,
02431,261,stadium_1_name,Plaßholsbankstraße,Plaßhofsbankstraße,Platzhoffsbankstraße,automatisch,eines,,
02433,261,lemma,Pleskengarten,Pleskengarten,Pieskengarten,automatisch,eines,,
02435,261,namensgruppe,Kotten,Kotten,Kötten,automatisch,eines,,
02436,262,lemma,Pörtingsiepen,Pörtingsiepen,Pörtgensiepen,automatisch,eines,,
02436,262,namensgruppe,Bergbau,Bergbau,"Bergbau, urspr.: Hovelstraße",automatisch,eines,,
02436,262,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1922-06-02,automatisch,eines,,
02436,262,stadium_1_name,Hövelstraße,Hövelstraße,Pörtgensiepenstraße,automatisch,eines,,
02436,262,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
02436,262,stadium_2,1922-06-02 Pörtingsiepenstraße,1922-06-02 Pörtingsiepenstraße,1937-11-20 Pöringsiepen,automatisch,eines,,
02437,262,stadium_2,1915-07-09 Gartenkamp (tlw.),1915-07-09 Gartenkamp (tlw.),1937-11-20 Pollerbecks Brink,automatisch,eines,,
02438,262,stadtteile,Frohnhausen,Frohnhausen,Frohnausen,automatisch,eines,,
02439,263,eintrag,Pollstraße,Pollstraße,,automatisch,eines,,
02441,263,lemma,Porschekanzel,Porschekanzlei,Porschekanzel,automatisch,eines,,
02441,263,stadium_2_name,Porschekanzel,Porschekanzlei,Porschekanzel,automatisch,eines,,
02442,263,eintrag,,,Porscheplatz,,eines,,
02443,263,stadtteile,Schonnebeck; Kray,Schonnebeck; Kray,Schönebeck; Kray,automatisch,eines,,
02444,263,namensgruppe,"Essener Geschichte und Örtlichkeit, Platz","Essener Geschichte und Örtlichkeit, Platz",Essener Geschichte und Örtlichkeit,automatisch,eines,,
02445,264,verweis_auf,Porthofplatz,Porthofplatz,,automatisch,eines,,
02452,264,stadium_1,"(urspr., kein Datum) Hedwigstraße","(urspr., kein Datum) Hedwigstraße",1902-05-16 Potsdamer Straße,automatisch,eines,,
02454,264,stadium_2_name,Potthofstraße,Pothofstraße,Pothoffsstraße,automatisch,eines,,
02454,264,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
02461,265,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Deilmannsweg (nicht amtl.)",automatisch,eines,,
02461,265,stadium_1,"(urspr., kein Datum) Deilmannsweg (nicht amtl.)","(urspr., kein Datum) Deilmannsweg (nicht amtli.)",1937-11-20 Priemhauser Weg,automatisch,eines,,
02461,265,stadium_1_name,Deilmannsweg (nicht amtl.),Deilmannsweg (nicht amtli.),Priemhauser Weg,automatisch,eines,,
02462,265,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02464,266,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Am Hafen (nicht normalisierbar),automatisch,eines,,
02464,266,stadium_1_name,Am Hafen,Am Hafen,Prinz-Friedrich-Straße,automatisch,eines,,
02465,266,namensgruppe,"Person, Mann, Deutscher, Prinz, Offizier, Eisenbahnwesen","Person, Mann, Deutscher, Prinz, Offizier, Eisenbahnwesen","Person, Mann, Deutscher, Prinz, Offizier, Eisenbahnen",automatisch,eines,,
02466,266,stadium_1_name,Hochstraße,Hochstraße,Höchststraße,automatisch,eines,,
02472,255,eintrag,Palantweg,Palantweg,,automatisch,eines,,
02473,261,eintrag,Pinxtenweg,Pinxtenweg,,automatisch,eines,,
02474,257,eintrag,Paul-Goerens-Straße,Paul-Goerens-Straße,,unsicher,eines,,
02505,95,lemma,Diestweg,Diestweg,Dienstweg,automatisch,eines,,
02505,95,stadium_1_name,Diestweg,Diestweg,Dienstweg,automatisch,eines,,
02507,222,stadium_2,,,"(urspr., kein Datum) Lier",automatisch,eines,,
02508,285,lemma,Schacht Neu-Cöln,Schacht Neu-Cöln,Schacht Neu-Cölln,unsicher,eines,,
02508,285,namensgruppe,"Bergbau, Neustraße (tlw.)","Bergbau, Neustraße (tlw.)","Bergbau, Neustadt (tlw.)",unsicher,eines,,
02508,285,stadium_1_name,Schacht Neu-Cöln,Schacht Neu-Cöln,Schacht Neu-Cölln,unsicher,eines,,
02510,41,eintrag,Am Reiterhof,Am Reiterhof,,unsicher,eines,,
02510,41,namensgruppe,"Lagebezeichnung, vorm.: Distelbeckhof (tiIw.)",Lagebezeichnung,,unsicher,eines,,
02510,41,stadium_1,1988-06-24 Am Reiterhof,"(urspr., kein Datum) Distelbeckhof (tlw.)",,unsicher,eines,,
02510,41,stadium_1_datum,1988-06-24,vorm. (nicht normalisierbar),,unsicher,eines,,
02512,179,stadium_1,1988-08-23 Imkerweg,"(urspr., kein Datum) Bolsterbaum (tlw.)","(urspr., kein Datum) Imkerweg",geprueft,eines,,
02512,179,stadium_1_datum,1988-08-23,vorm. (nicht normalisierbar),"(urspr., kein Datum)",geprueft,eines,,
